example_id,customer_tweet_id,agent_tweet_id,customer_text,agent_text,proposed_intent,annotator_label,annotator_notes
GS-0095,310814,310816,@AppleSupport 11.0.2 on my iPhone SE 64GB. Its funny my friends who have iPhone 8's have no battery drain problems. Unleash bugs to force sales?,@190226 Thanks for that info. Let's pair up in DM to get working on our next steps from here. https://t.co/GDrqU22YpT,MACHINE_CANDIDATE: battery_drain,battery_drain,
GS-0096,1394505,1394504,@AppleSupport i have just had £13.49 taken for a subscription to that I didn’t authorise why has this happend and can i get a refund please?,@444301 We’d like to help get to the bottom of this. Please reach out to our iTunes Billing team here:  https://t.co/SDIe7UiyJN,MACHINE_CANDIDATE: payment_or_refund (also_matched: subscription_management),payment_or_refund,
GS-0097,644944,644943,"@AppleSupport how do I get the 12 months Apple Music, for the price of 10, in the UK? The price doesn’t change when it’s added to the basket.",@273070 Hi there. Please DM and tell us what specific promotion you're referring to. We'll meet you there to help out. https://t.co/GDrqU22YpT,MACHINE_CANDIDATE: howto_or_feature,subscription_management,
GS-0098,2019326,2019325,@AppleSupport bought I phone 6s few months ago and typically battery life starts playing up. Absolute trash,@597151 We'd like to know more about what's happening with your iPhone's battery. Send us a DM with the details. https://t.co/GDrqU22YpT,MACHINE_CANDIDATE: battery_drain,battery_drain,
GS-0099,110923,110925,@AppleSupport It keeps freezing while I’m typing and my when I plug my charger in it charges but it goes on and off and I have to switch sides so that it doesn’t do that.,"@140676 Thanks for that info. Just to be clear, does that just slow down, or become completely unresponsive?",MACHINE_CANDIDATE: charging_issue,battery_drain,
GS-0100,1662168,1662166,@AppleSupport I’ve had an email invoice for a purchase I didn’t make? There is a refund link - is it a con?,"@506894 Thanks for reaching out, we would love to help. If you click on the 'Sender' field, what is the actual email address?",MACHINE_CANDIDATE: payment_or_refund,payment_or_refund,
GS-0101,2039472,2039471,Hey @115858 fix the damn battery draining problem. My phone is one year old. No need to mess with mine @AppleSupport,@603034 We'd be happy to look into this issue with you more in detail.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,MACHINE_CANDIDATE: battery_drain,battery_drain,
GS-0102,2295359,2295358,"@AppleSupport the last 30 or so minutes, since updating my software, my volume keeps RANDOMLY turning itself down without me touching the volume button. Any specific reason it’s doing that?",@666504 That's not the experience we want you to have. Let's get your iPhone model and iOS version. Settings &gt; General &gt; About &gt; Version.,MACHINE_CANDIDATE: software_update_issue,software_update_issue,
GS-0103,754193,754192,@115858 why your iPhone storage suck so much????? 72 pics and storage full?? #lame #getyourshittogether,@300266 We'd like to help. Please send us a DM and we'll review this for you. https://t.co/GDrqU22YpT,MACHINE_CANDIDATE: storage_issue,storage_issue,
GS-0104,356448,356446,@115858 with the 128 gb iPhone &amp; iCloud storage available. Why am I unable to see my call logs even from the last week? Incredible limitations! In all your so many software updates you send try to help us out in this one,"@200634 Thanks for reaching out. Did your call log disappear after a specific event such as an update, restore, changing the Apple ID?",MACHINE_CANDIDATE: storage_issue,software_update_issue,
GS-0105,2255378,2255380,"@AppleSupport Yes, this happens in the built-in Maps app also and also after tuning airplane mode off.","@656910 Other applications or features that require location services, are they also displaying this same behavior? Does your device display the correct date, time and timezone? Have you tried any troubleshooting prior to contacting us, such as restarts, resets, etc?",MACHINE_CANDIDATE: app_issue,network_connectivity,
GS-0106,2627781,2627780,@AppleSupport Can I pay annually for icloud storage?,@742184 We'd like to answer your questions about iCloud billing. Do you already have an upgraded iCloud storage plan? Let us know in DM. https://t.co/GDrqU22YpT,MACHINE_CANDIDATE: storage_issue,subscription_management,
GS-0107,2287260,2287262,"@AppleSupport @664550 So obviously you guys respond to @662349 but can’t respond to me and my overheating,lagging,battery dying phone",@664551 We’re here to address the issues you're experiencing. Send us a DM with your iPhone model and installed iOS version to get started. https://t.co/GDrqU22YpT,MACHINE_CANDIDATE: battery_drain,hardware_issue,
GS-0108,1702006,1702004,Did anyone else update their phone and now I️t won’t work on WiFi??? @115858,@516039 We can assist you. Are you unable to connect to any Wi-Fi network at this time?,MACHINE_CANDIDATE: network_connectivity,network_connectivity,
GS-0109,1466149,1466151,@AppleSupport I’ll try out the new sim on receipt and take it from there. Thank you..,@176755 Sounds like a plan. Thanks for tweeting with us and have a great rest of your day!,MACHINE_CANDIDATE: payment_or_refund,network_connectivity,
GS-0110,1571035,1571033,"@AppleSupport One more question, I’m trying to upgrade my iCloud storage but I’m part of a family plan which is asking for the card from the family. Can I use my own card?!?",@484427 We're here to help! The Family Organizer is responsible for payments. Are your photos stored in Photos on your Mac?,MACHINE_CANDIDATE: storage_issue,subscription_management,
GS-0111,1220996,1220998,"@AppleSupport There is no ""Find Info"" window for an unsaved, new TextEdit document. How can I make this problem go away without reading a dissertation?","@406491 You can change it for the entire disk, files, or folders by following the first section of that article. Let us know how it goes.",MACHINE_CANDIDATE: howto_or_feature,howto_or_feature,
GS-0112,463949,463948,"Hey @AppleSupport and #iPhone what is up with the battery life of older phones after updating? 

#iwantmybatterylifeback","@225307 We’d love to help with your battery. To start, please send us a DM letting us know the exact iOS found in Settings &gt; General &gt; About. https://t.co/GDrqU22YpT",MACHINE_CANDIDATE: battery_drain,battery_drain,
GS-0113,2679825,2679827,@AppleSupport Did not get an error message. Took out my SIM card and put it back in. Now it's working again. Thanks for your response.,@754002 Excellent. We're glad to hear it's been sorted out. Reach out if we can be of further service.,MACHINE_CANDIDATE: network_connectivity,network_connectivity,
GS-0114,2986069,2986068,Really be ready to throw my phone every time that storage full bs pop up cuz I dead deleted everything   @115858 do better,"@823362 Let's work on your storage together. To start, DM us with the country where you're located. https://t.co/GDrqU22YpT",MACHINE_CANDIDATE: storage_issue,storage_issue,
GS-0115,1818538,1818537,@AppleSupport I’m trying to recover iCloud password on wife’s account. Started on Saturday with 2fa. Said wait 23 hrs. Still waiting.,"@186705 We'd be happy to get you pointed in the right direction. To confirm, did you initiate account recovery? Please DM us here: https://t.co/GDrqU22YpT",MACHINE_CANDIDATE: account_access,account_access,
GS-0116,2077362,2077738,@614384 @115858 same can i refund my iphone bc i get ugly static noises on disc 😫😫😫,@614494 We’d like to help with your static noise. Can you start by letting us know more via DM? We’ll get started there. https://t.co/GDrqU22YpT,MACHINE_CANDIDATE: payment_or_refund,payment_or_refund,
GS-0117,389381,389380,Dear @AppleSupport what should I do if my Bluetooth doesn't work properly on iPhone 7 even after swap for new one?,@208153 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT,MACHINE_CANDIDATE: network_connectivity,network_connectivity,
GS-0118,661555,661554,"@AppleSupport FYI.  I restored the phone from brand new as you suggested, and now I am stuck on the ""Hello"" page where it asks me to PRESS the home button to continue.  The home button does not work as I mentioned and now I'm stuck without a phone until Monday. @115858",@273636 DM us and we can continue to look into this Home Button situation with you. https://t.co/GDrqU22YpT,MACHINE_CANDIDATE: hardware_issue,hardware_issue,
GS-0119,2860034,2860033,"@115858 My IPhone 7 Is stuck on a picture of my homescreen and it wont shut down no matter what I do, even when i try to force shut it down and when i take the SD card out.. how do i fix this?",@794750 We want to help have the device no longer be frozen. Which steps have you tried to force the device off?,MACHINE_CANDIDATE: howto_or_feature,hardware_issue,
GS-0120,1398103,1398101,"Every iteration of iOS 11 I’ve updated to on my 6s+, the camera will go out of focus constantly. What’s the deal @115858 @AppleSupport?",@445128 We want to look into this. Is this your front and rear camera?,MACHINE_CANDIDATE: software_update_issue,software_update_issue,
GS-0121,2815592,2815591,"Updated my phone and suddenly it’s glitching like crazy, closing out of apps, and being extremely slow. Thanks @115858 😭",@784956 We can look into this issue together. Which exact iOS version did you update your device to? You can check this through Settings &gt; General &gt; About.,MACHINE_CANDIDATE: software_update_issue,software_update_issue,
GS-0122,748817,748815,"@AppleSupport Not getting an error, it’s just not automatically providing transcripts of my voicemail messages anymore. Is there setting somewhere?",@299005 Got it. Which language is selected from Settings &gt; Siri &gt; Language? Does this happen when you're connected to Wi-Fi?,MACHINE_CANDIDATE: app_issue,howto_or_feature,
GS-0123,1717512,1717511,"@AppleSupport how can I remove ""Advanced Mac Cleaner""? It was meant to be Flash. Thanks. #help",@520068 We can help you out with that. Can you uninstall it following the directions here?: https://t.co/GhCQ8qUrjj,MACHINE_CANDIDATE: howto_or_feature,howto_or_feature,
GS-0124,1691860,1691859,@AppleSupport why is this a thing and how do I️ stop it? https://t.co/6xqid9AB6a,@513553 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,MACHINE_CANDIDATE: howto_or_feature,other_or_unclear,
GS-0125,1912801,1912800,@AppleSupport my phone doesn’t charge anymore &amp; yes I use the charger that you guys gave me and I’ve tried it on others phone.,"@569769 We're here to help. To start, we recommend following the steps outlined in this article here: https://t.co/rSKMaDJG8q",MACHINE_CANDIDATE: charging_issue,charging_issue,
GS-0126,2294440,2294439,Hi @115858 why have I paid £19.99 for a new charger for it to BREAK in a week????,@666252 All Apple products come with a one-year limited warranty. Meet us in DM to discuss. https://t.co/GDrqU22YpT,MACHINE_CANDIDATE: charging_issue,charging_issue,
GS-0127,1899866,1899865,@AppleSupport Please fix the IOS 11 battery issue quickly. It takes longer to charge my phone that it does to drain the battery. #notokay,"@566192 Having a charge that lasts, and being able to charge normally are certainly important. Let's work on a solution in DM. https://t.co/GDrqU22YpT","MACHINE_CANDIDATE: battery_drain (also_matched: charging_issue,software_update_issue)",battery_drain,
GS-0128,1834073,1834072,@AppleSupport can you please tell me why my iCloud storage is full with 1 item in 😩 https://t.co/ff6Ocj1AU7,"@550150 Having space for your stuff is important, and we want to make sure we get this solved. Could you join us in DM to start? https://t.co/GDrqU22YpT",MACHINE_CANDIDATE: storage_issue,storage_issue,
GS-0129,1715358,1715357,"@AppleSupport Hi, So if someone loses his iPhone and two-factor authentication is turned on, there's no way to use Find my iPhone !",@519494 We'd like to help the best we can. Let’s team up in DM and we’ll do our best to assist you. https://t.co/GDrqU22YpT,MACHINE_CANDIDATE: account_access,account_access,
GS-0130,505138,505137,¿Alguien más tiene problemas con la cámara desde la pantalla de bloqueo con la actualización del iOs11? Deslizo y se queda en negro la pantalla. #iOs11 @115858 @119459,@235811 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,MACHINE_CANDIDATE: software_update_issue,software_update_issue,
GS-0131,1516121,1516120,Fix this ➡️ I️ ⬅️!!! Please and thank you @115858,@471759 We can give you some guidance on that. Please send us a DM so we can assist. https://t.co/GDrqU22YpT,MACHINE_CANDIDATE: other_or_unclear,other_or_unclear,
GS-0132,2468124,2468125,@AppleSupport I was able to turn off the phone by holding the side button. But my iPhone 7 doesn’t restart by holding the side and home button,"@568492 When you use the side button, are you holding it long enough to see the ""Slide to Power off"" screen?",MACHINE_CANDIDATE: hardware_issue,hardware_issue,
GS-0133,743448,743447,Am I the only one who can’t use the App Store ? @AppleSupport,@297761 We want to help you get connected to the App Store. Have you tried these steps? https://t.co/1SrHVMz478,MACHINE_CANDIDATE: app_store_issue,app_store_issue,
GS-0134,1926213,1926212,@AppleSupport How can I change ?the state I can not change https://t.co/6yCsTvB0uP,@573276 Thanks for reaching out. Could you let us know more details via a DM? We’ll keep moving forward from there. https://t.co/GDrqU22YpT,MACHINE_CANDIDATE: howto_or_feature,howto_or_feature,
GS-0135,164240,164239,@115858 and their stellar hardware/software experience. Fix it before you release it. #notahappyprofessor https://t.co/57vgaXsdMO,@154042 Hi there. We want you to be able to use your Mac without having issues. DM us and tell us which version of macOS you're running. Here's how to find that: https://t.co/aTSJR8BjEc https://t.co/GDrqU22YpT,MACHINE_CANDIDATE: hardware_issue,other_or_unclear,
GS-0136,1783184,1783183,Uhh I’d like to change my Apple Music subscription but it won’t allow me to do so. @115858,@535762 Our iTunes Advisors would be happy to assist with this. You can reach out them here https://t.co/SDIe7UiyJN DM us any questions. https://t.co/GDrqU22YpT,MACHINE_CANDIDATE: subscription_management,subscription_management,
GS-0137,1086814,1086813,@AppleSupport So reluctantly did the 11.0.3 update and now the battery life on my phone is horrible. When do we get a fix?? 😡,@376358 We can definitely look into this with you. Send us a DM and we'll take a look together. https://t.co/GDrqU22YpT,MACHINE_CANDIDATE: battery_drain,battery_drain,
GS-0138,395560,395559,@AppleSupport new Sierra high update sucks 😩 It literally has been over an hr my 12 photos have been trying to import from SD card!,@209621 Let's see what we can do to help. Follow up with us in DM. We'll take a closer look there https://t.co/GDrqU22YpT,MACHINE_CANDIDATE: app_issue,software_update_issue,
GS-0139,687982,687980,@115858  my iPhone X speaker crackles. It sounds like when I have high output from my computer to crappy speaker,"@284327 That is never what we want to hear. We want you to be able to completely enjoy your iPhone. Let’s work together on this. To start, do you hear this will all sounds (phone calls, videos, music)? When did you first notice this?",MACHINE_CANDIDATE: hardware_issue,hardware_issue,
GS-0140,2406717,2406718,@AppleSupport So only if I pay for Apple care you guys are actually gonna help me?,"@692153 In order to best resolve this from here, you'll want to get in touch with an Advisor who specializes in Photos through that link. You can connect with them by selecting Apps &amp; Software &gt; iOS Apps &gt; Photos for iOS.",MACHINE_CANDIDATE: subscription_management,other_or_unclear,
GS-0141,496796,496795,Please fix the “I.t” problem @AppleSupport @115858,"@233534 Thanks so much for reaching out! We'd be happy to look into this with you. To start, DM us which device and software version you're seeing this issue on, and we'll continue from there. https://t.co/GDrqU22YpT",MACHINE_CANDIDATE: other_or_unclear,other_or_unclear,
GS-0142,337032,337031,"@AppleSupport Thank you. Do you have info about when it will become available here as well, or is it to be determined?",@196415 We wouldn't have information on possible future availability. We'd suggest checking that link periodically for any updates.,MACHINE_CANDIDATE: other_or_unclear,howto_or_feature,
GS-0143,709505,709504,"@AppleSupport New podcasts update without a problem, the issue is if I listen say 50% on iOS it doesn't show that as being listened to on iTunes, etc.",@117796 We'd like to get a few more details. Send us a DM if you are still experiencing any issues. https://t.co/GDrqU22YpT,MACHINE_CANDIDATE: software_update_issue (also_matched: app_issue),app_issue,
GS-0144,2496104,2496102,1 month after getting the iPhone 8+ I’m experiencing problems with the home button and slowness. 🙁 🙁@AppleSupport,@712364 We want you to enjoy your new iPhone. May we ask what's happening with the Home button?,MACHINE_CANDIDATE: hardware_issue,hardware_issue,
GS-0145,889079,889078,"Hi @AppleSupport, please open up iPhone #NFC to support FIDO #U2F #2FA...cc @67 @331078",@331077 Apple certainly welcomes your suggestions. Here’s a great link to submit feedback about this: https://t.co/eTPVYVFyd8,MACHINE_CANDIDATE: account_access,howto_or_feature,
GS-0146,408463,408461,A ustedes también les pasa que no ven la barra de estado con el iOS 11.0.2?? @AppleSupport @115858 https://t.co/bku3KLp7Qq,@212367 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,MACHINE_CANDIDATE: software_update_issue,software_update_issue,
GS-0147,292925,323825,"@185631 @115858 It’s not my battery life that’s the issue Apple, it’s how delayed my phone is being.",@185760 DM us and we can take a look at this for you. https://t.co/GDrqU22YpT,MACHINE_CANDIDATE: battery_drain,software_update_issue,
GS-0148,493531,493530,"Because @115858 sucks.  I lost 6,000 photos on my iPhone.   That’s a whole year of my baby girl I won’t get back.  I will NEVER EVER BUY AN IPHONE AGAIN.  I’ve never been so frustrated with a phone in my entire life.",@232654 We want to help. Reach out via DM using the link below and let us know if you managed your photos using iCloud. https://t.co/GDrqU22YpT,MACHINE_CANDIDATE: app_issue,other_or_unclear,
GS-0149,2595524,2595522,@AppleSupport I can’t download anything from the AppStore can you help me?,"@734928 We would be glad to help you be able to download from the App Store again. When you try to download a app, what happens? Does the issue occur when connected to Wi-Fi and cellular?",MACHINE_CANDIDATE: app_store_issue,app_store_issue,
GS-0150,982064,982063,@AppleSupport hi. Trying to reset my Apple ID password. It doesn’t recognise my trusted phone number. Please help!,@352846 Thanks for reaching out. DM the country or region where you are currently located to get started. https://t.co/GDrqU22YpT,MACHINE_CANDIDATE: account_access,account_access,
GS-0151,1858749,1858748,"@AppleSupport Thanks, but all apps are up-to-date","@555772 Next, let's go to Settings &gt; Notifications. disable the Whatsapp Notification, then restart the iPhone &amp; enable. DM the results. https://t.co/GDrqU22YpT",MACHINE_CANDIDATE: other_or_unclear,other_or_unclear,
GS-0152,2324575,2324574,Ugh fix it!!! @115858 @123765,@673406 We'd love to help with any issues you're experiencing. What's going on exactly?,MACHINE_CANDIDATE: other_or_unclear,other_or_unclear,
GS-0153,2149135,2149134,@115858 HEY my shiny new #iPhoneX will not let me get apps from the App Store? What the heck? https://t.co/C3566kXJXH,@631634 We're happy to help out. Reach us via DM to continue and to gather more information. https://t.co/GDrqU22YpT,MACHINE_CANDIDATE: app_store_issue,app_store_issue,
GS-0154,1887424,1887423,Really funny that my recently new iPhone 7 Plus’s battery dies all the time now the new iPhones are coming out isn’t it @AppleSupport 🤗,"@562920 Definitely not the expected behavior, but we're to help out. Meet us in DM, then we can dig in to this with you from there. https://t.co/GDrqU22YpT",MACHINE_CANDIDATE: battery_drain,battery_drain,
GS-0155,1396207,1396206,"@AppleSupport, I upgraded to 11.0.3 and battery life is far worse and apps all run slowly ... help ...",@150951 We're here to help! Join us in DM with additional details to get started: https://t.co/GDrqU22YpT,MACHINE_CANDIDATE: battery_drain,software_update_issue,
GS-0156,2304317,2304316,@AppleSupport my iPhone X seems to pair with other bluetooth devices. Once paired it cannot seem to connect to them. Any help on this?,"@668601 Thanks for reaching out, we want to help! How many bluetooth devices are you attempting to use your phone with? Are you getting any error messages? https://t.co/GDrqU22YpT",MACHINE_CANDIDATE: network_connectivity,network_connectivity,
GS-0157,2675764,2675763,Help! @AppleSupport #iphone keeps crashing in every app https://t.co/MFphxUSbsT,"@753158 We've got steps to solve that issue on your iPhone. Let's use the steps here: https://t.co/osZOKKTalm to update your iPhone to iOS 11.2, and let us know if you in DM if that doesn't help. https://t.co/GDrqU22YpT",MACHINE_CANDIDATE: other_or_unclear,app_issue,
GS-0158,2683660,2683658,@AppleSupport What is the status of an annual subscription to #Apple music family plan?,"@240308 While we can't speculate on future changes to our available subscriptions, we appreciate your interest and encourage you to stay up to date on Apple news here: https://t.co/gbIPLOsnZd",MACHINE_CANDIDATE: subscription_management,subscription_management,
GS-0159,1151895,1813453,@135834 @115858 Sir iphone 5s is so laggy and battery is just draining it requires 2.5 charge a day,@497377 Having your device work great is expected &amp; we'd like to help. DM us the iOS version installed to get started. https://t.co/GDrqU22YpT,MACHINE_CANDIDATE: charging_issue,battery_drain,
GS-0160,43358,43357,"locked out of my apple ID bcuz my old phone broke &amp; i had 2 factor authentication on , no one should ever use tht shit @115858",@125610 Here's a great article to help you get back into your Apple ID: https://t.co/nXAGZj0EE7,MACHINE_CANDIDATE: account_access,account_access,
GS-0161,2492292,2492291,@115858 FIX THIS GODDAMN BUG ASAP I️ I️ I️ I️ I️ CHHHHHR I️ I️ I️ I️ I️ ST,"@711519 We'd like to help. Have you updated to 11.1.1? If not, back up your device and update. If you are already using 11.1.1, send us a DM. https://t.co/GDrqU22YpT",MACHINE_CANDIDATE: other_or_unclear,other_or_unclear,
GS-0162,1676852,1676851,@AppleSupport Can you still purchase AppleCare + for the iPhone after the 60 days window?,@510060 We'd like to help out. Send us a DM and tell us how many days outside of the 60. https://t.co/GDrqU22YpT,MACHINE_CANDIDATE: subscription_management,subscription_management,
GS-0163,1285701,1285700,So #FindMyiPhone works but how do I get my phone back? @AppleSupport https://t.co/ylOcsa4BQt,"@420734 Hey, we can provide you with some guidance. Let's meet in DM and we'll go from there. https://t.co/GDrqU22YpT",MACHINE_CANDIDATE: howto_or_feature,howto_or_feature,
GS-0164,1850229,1850227,@AppleSupport I've updated and battery drains fast and iPhone 6 slow. Now it is dead and won't charge. Just shows as charging but never does,@553917 We'll do everything we can to get your device powered back on. Check out: https://t.co/uqxquyfdn0 DM us here for more: https://t.co/GDrqU22YpT,MACHINE_CANDIDATE: battery_drain (also_matched: charging_issue),charging_issue,
GS-0165,1638781,2015434,@501111 Talk abt it. But @AppleSupport they dont give a shit to fix this up. Bluetooth issue is still there. And phone slowed dwn too,@293953 Thanks for tagging us. We'd love to work with you and your iPhone. DM us the iOS version from Settings &gt; General &gt; About. https://t.co/GDrqU22YpT,MACHINE_CANDIDATE: network_connectivity,network_connectivity,
GS-0166,184386,184385,@AppleSupport @115858 Here the recording with microphone on. https://t.co/s2lJ7lwovD,"@159397 Thank you for the screen recordings. We're able to record that same video just fine, so we need to take a deeper look into what's going on with your iPhone's screen recording. What volume is the video set to when you're recording? Let us know in DM. https://t.co/GDrqU22YpT",MACHINE_CANDIDATE: hardware_issue,hardware_issue,
GS-0167,2015278,2015277,"This is asinine,to copy my tickets to apple wallet I have to access email from Safari instead of Outlook. I thought cross functional compatibility was new buzzword. @AppleSupport @122427",@595922 We'd like to share this guide to adding passes to Wallet from compatible apps: https://t.co/hemaqGXCcI DM if you still need help. https://t.co/GDrqU22YpT,MACHINE_CANDIDATE: app_issue,app_issue,
GS-0168,2805211,2805210,"@applesupport. Rebooting phone took me from 35% to 57%.  Odd that I can drop from 65% to 35% in 20 minutes, then gain 22% after plugging in just to get the phone to boot again. The support chat from the other night showed no hardware issues.","@782204 Thanks for that information. Were you able to review the article on optimizing your battery life and make any changes? Also, did you run any diagnostics on your previous interaction with us?",MACHINE_CANDIDATE: hardware_issue,battery_drain,
GS-0169,480619,480617,"An app froze and as I tried to exit out of it, it charged me a bunch of money for a subscription. Trying to get it resolved has probably been the worst experience I’ve had with my iPhone so far. @AppleSupport",@229224 Thanks for reaching out. Please use this article to reach our iTunes Store for support: https://t.co/vkmC3PaAF5,MACHINE_CANDIDATE: payment_or_refund (also_matched: subscription_management),payment_or_refund,
GS-0170,2413681,2413679,@115858 @AppleSupport why when I wake up my iphone isn’t hooked up to the wifi and when I try to connect it doesn’t work but does on other devices? Then when I forget the network it says incorrect password.,"@693835 We want to help you with your WI-FI issue. When you forget the network, and get the incorrect password message, how to do you reconnect to your Wi-Fi? Which iOS are you running on the iPhone? Check here: Settings &gt; General &gt; About &gt;Version.",MACHINE_CANDIDATE: network_connectivity,network_connectivity,
GS-0171,2068601,2068600,"My iPhone 8 + is getting overheated near power button, seems there is a lack of some testing,  @AppleSupport ,@115858",@611736 That's not expected behavior. Let's look into this together. Send us a DM with more details about when this is happening: https://t.co/GDrqU22YpT,MACHINE_CANDIDATE: hardware_issue,hardware_issue,
GS-0172,2287214,2287213,"@AppleSupport Soo🤦🏿‍♂️.. Wassup with this update?🤷🏿‍♂️ The app store doesn’t work correctly and it keeps asking me to sign over, and over, and over.. well 💁🏿‍♂️.. you get it..fix it please😇.. thank you😘.. This 8 Plus costs too much to be having these issues😒",@664538 We'd be happy to assist with your App Store today. Send us a DM to get started. https://t.co/GDrqU22YpT,MACHINE_CANDIDATE: app_store_issue,app_store_issue,
GS-0173,2834321,2834320,"@AppleSupport had my iphone 7 for just about a year and the headphone jack/charging socket is faulty, slightest movement and the headphone or charger comes out",@447703 That is certainly not the experience we want you to have. Let's continue in DM. https://t.co/GDrqU22YpT,MACHINE_CANDIDATE: charging_issue,hardware_issue,
GS-0174,248739,248737,Why does my phone keep automatically turning on WiFi and Bluetooth even when I manually turn them off 😤 @AppleSupport,"@175092 Are you using Control Center to turn them off? If so, check out how the new features work here: https://t.co/G7BHuQFeJE",MACHINE_CANDIDATE: network_connectivity,network_connectivity,
GS-0175,1089869,1089868,@AppleSupport how do I get my phone back to normal it’s saying I have headphones in when I don’t I’ve switched it on and off 10 times 😅,@377124 We'd love to help! Have you tried connecting and disconnecting your headphones as well? What iOS version are you using? https://t.co/GDrqU22YpT,MACHINE_CANDIDATE: howto_or_feature,hardware_issue,
GS-0176,9217,34658,"@AppleSupport I thought this update would fix the problem with appstore/itunes payments. I cant open some apps , i cant update any and i cant download any",@123515 We'd be happy to look into what's going on. Which device and iOS version are you using?,MACHINE_CANDIDATE: app_store_issue (also_matched: app_issue),app_store_issue,
GS-0177,2278628,2278627,I have apple care but wondering if that applies to headphones? My one earbud stopped working that I got in April with my phone? @115858,@662531 We’d be glad to look into this further with you. Can you start by letting us know your region via DM? https://t.co/GDrqU22YpT,MACHINE_CANDIDATE: subscription_management,other_or_unclear,
GS-0178,2286712,2286711,@AppleSupport is there going to be a new update for the IOS because the last one screwed up my phone so bad!!!,@664424 What version of iOS are you currently running? We released iOS 11.1.1 the other day.,MACHINE_CANDIDATE: software_update_issue,software_update_issue,
GS-0179,1470786,1470785,Y’all imma keep complaining about my @115858 iPhone battery. How DO I GO FROM 10% to 4% between BLINKS.,"@461390 We're happy to help. To start, can you tell us which model iPhone and exact iOS version you're using?",MACHINE_CANDIDATE: howto_or_feature,battery_drain,
GS-0180,255113,255112,"@AppleSupport Hello, my purchased songs are disappearing for download from iTunes, what’s happening? Do you have any suggestions?","@176650 We want to get your iTunes purchases to stay put.  To which device is this happening?
Do you use Apple Music?",MACHINE_CANDIDATE: app_store_issue (also_matched: app_issue),app_issue,
GS-0181,2059713,2059712,@AppleSupport Pls send link on how to downgrade OS. Horrible battery life now w/ 6s Plus. From 95% to a perilous 14%. 1hr use 1hr standby. 😡,"@609162 Battery life is critical to your iPhone experience, and we want to assist. Send us a DM, letting us know which iPhone you have. https://t.co/GDrqU22YpT",MACHINE_CANDIDATE: battery_drain,battery_drain,
GS-0182,2703256,2703255,@AppleSupport the power button isn't working on my iPhone 6s. Help!,@368494 We want to help you with your Side Button on your iPhone. Please send us a DM and tell us which country you're in. https://t.co/GDrqU22YpT,MACHINE_CANDIDATE: hardware_issue,hardware_issue,
GS-0183,42644,42642,@AppleSupport Hello I have iPhone 5s which since 11.0.3 update is constantly saying storage full even though its not! Please help! Thank you,@125426 We’d like to help with this. Is this notification for iCloud storage or the storage for your iPhone?,MACHINE_CANDIDATE: storage_issue,storage_issue,
GS-0184,1285629,1285628,@AppleSupport I already have a plan with Apple Music but it is telling me to renew my plan.,@420718 That's not okay. Let's take a look in DM. Follow us there using the link below: https://t.co/GDrqU22YpT,MACHINE_CANDIDATE: subscription_management,subscription_management,
GS-0185,679329,679328,"@AppleSupport why can't I download a 2GB film, when I've got over 4GB of space, yet jt says not enough storage.","@282087 You've reached the right place for support. To start, please let us know which device and version of software you're using.",MACHINE_CANDIDATE: storage_issue,storage_issue,
GS-0186,1366364,1366363,"@AppleSupport  New software for iPhone problems. Calendar issues, sound on recordings and Siri not working at all, phone freezing up etc",@438074 We're here to help with your iPhone. Have you checked for pending app updates since installing iOS 11?,MACHINE_CANDIDATE: app_issue,software_update_issue,
GS-0187,1105618,1105617,Fuck @115858 🤦‍♂️ ma phone jus deleted all ma messages n contacts ..,@380911 We want to help. Send us a DM and let us know what device this is occurring with and we'll go from there. https://t.co/GDrqU22YpT,MACHINE_CANDIDATE: app_issue,other_or_unclear,
GS-0188,620128,620127,@AppleSupport I got charged for an album I already paid for a long time ago and I’d like a refund please,@267183 Thanks for reaching out to us. We’ve received your DM and will continue with you there. Our reply will arrive momentarily.,MACHINE_CANDIDATE: payment_or_refund,payment_or_refund,
GS-0189,1101035,1101036,"@AppleSupport ""Installing"" on sits over the app on the homescreen/within the media area . I do not need to install from the app store","@379767 Does this happen with specific apps each time, or any/all random apps? Let us know in DM and we'll take it from there. https://t.co/GDrqU2kzhr",MACHINE_CANDIDATE: app_store_issue,app_store_issue,
GS-0190,1442580,1442579,so @AppleSupport I keep getting locked out of conversations with your helpful chat guys...maybe I am pressing the wrong button...my screen on ipad and phone goes black every few minuets and I get the dreaded rotating gear  what do  I need to do to rectify,"@454721  Hello and welcome. We thank you for reaching out with us. This is absolutely not an expected behavior. To find out the best solution or path to a resolution here, can you let us know the device model and iOS version installed? We'll go from there. Send us a DM. https://t.co/GDrqU2kzhr",MACHINE_CANDIDATE: account_access,software_update_issue,
