example_id,customer_tweet_id,customer_text,annotator_label,predicted_intent,classifier_confidence,top_retrieval_similarity,reply_status,reply_text,escalation_decision,escalation_reason_code,escalation_reason
GS-0058,2924639,@AppleSupport I've also tried to send an iMessage to another person which for them it works but for this person it doesn't. Usually it goes without a hitch.,app_issue,app_issue,0.24869935136948546,0.22208262979505616,dm_redirect,"Thanks for writing in about app issue. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Which version of iOS are you using on your awesome new iPhone? Once we have that, a specialist can take the next step with you.",escalate,low_classifier_confidence,Classifier confidence (0.2487) is below required threshold (0.6500).
GS-0059,1995365,@115858 fix the keyboard.,hardware_issue,other_or_unclear,0.49823308158142265,0.7587952635774708,dm_redirect,"Thanks for writing in about other or unclear. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. What's happening with your keyboard? Once we have that, a specialist can take the next step with you.",escalate,unsupported_or_unclear_intent,Predicted intent 'other_or_unclear' is unsupported for automated handling.
GS-0060,1149744,"@AppleSupport When I launch appstore it asks me to review my acc, but when I press review I get a blank page. Tried on PC too.",app_store_issue,howto_or_feature,0.18670649034815465,0.2294004848356652,dm_redirect,"Thanks for writing in about howto or feature. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Have you been able to send reviews on that iPhone previously? Once we have that, a specialist can take the next step with you.",escalate,low_classifier_confidence,Classifier confidence (0.1867) is below required threshold (0.6500).
GS-0061,661669,@AppleSupport Thanks to this update my battery now lasts about 30 minutes. Switching off at 20%. Text alerts are going back 500 days and going through every text every restart. No 3D Touch.. it’s bad. iPhone 6s,software_update_issue,battery_drain,0.4052407648901466,0.2322199109390169,dm_redirect,"Thanks for writing in about battery drain. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,low_classifier_confidence,Classifier confidence (0.4052) is below required threshold (0.6500).
GS-0062,2476173,@118721 @115858 I CANT GET ANY APPS BECAUSE THE APP STORE IS PLAYING UP IT KEEPS SAYING DONE AND THEN ASKING FOR MY PASSWORD AGAIN! FIX YOUR SHIT APPLE!!!!!! 🤬🤬🤬🤬🤬 https://t.co/suqThv4iFl,app_store_issue,app_store_issue,0.5460992528167425,0.2088204567068549,dm_redirect,"Thanks for writing in about app store issue. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,low_classifier_confidence,Classifier confidence (0.5461) is below required threshold (0.6500).
GS-0063,1887610,@115858 @AppleSupport the latest IOS update is trash,software_update_issue,software_update_issue,0.9861366820885575,0.5166230331889836,instructional,"Thanks for reaching out about software update issue.
Based on how similar historical cases were handled, here is what support typically suggested next:
- When you restart, does that resolve the problem?
- Be sure to back up your device prior to updating, and let us know if the issue persists afterwards.
- How to back up: https://t.co/4f8hwT5to6
If this still does not resolve it, similar cases were often moved to DM for closer help.",auto_handle,high_confidence_supported_case,"High confidence classification, strong retrieval similarity, and instructional reply support automated response."
GS-0064,2296294,@AppleSupport these last two updates for my iPhone 7 really sucks keeps freezing and light adjustment keeps going off and battery life is awful,software_update_issue,battery_drain,0.8088919369311792,0.3329426946387334,dm_redirect,"Thanks for writing in about battery drain. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. What iOS version are you on? Once we have that, a specialist can take the next step with you.",escalate,historical_resolution_requires_handoff,Historical resolution pattern requires direct message or private agent handoff.
GS-0065,1748813,Auto correct bug for iPhone I️ is driving us all cray cray! Should have included the fix in iOS 11.1 🙄 @AppleSupport,software_update_issue,software_update_issue,0.4756393857390971,0.27227750324808375,dm_redirect,"Thanks for writing in about software update issue. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,low_classifier_confidence,Classifier confidence (0.4756) is below required threshold (0.6500).
GS-0066,2039437,@AppleSupport I️ would like a refund on this update https://t.co/bKaIYuk0am,payment_or_refund,payment_or_refund,0.9429636072708784,0.42283919428093186,dm_redirect,"Thanks for writing in about payment or refund. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,historical_resolution_requires_handoff,Historical resolution pattern requires direct message or private agent handoff.
GS-0067,1874856,@AppleSupport @115858 If I can't downgrade do you want to pay for my new hardware? How about my salary the next week because I can't work without all this??!,software_update_issue,hardware_issue,0.3644226048286082,0.18992924042519638,instructional,"Thanks for reaching out about hardware issue.
Based on how similar historical cases were handled, here is what support typically suggested next:
- Check out this article: https://t.co/geAmnC2JAt
Also helpful to confirm: Are you talking about iCloud Storage?
If this still does not resolve it, similar cases were often moved to DM for closer help.",escalate,low_classifier_confidence,Classifier confidence (0.3644) is below required threshold (0.6500).
GS-0068,1807893,@AppleSupport my speaker phone is still not working after updating to iOS 11. Already went in &amp; got a replacement 7+ and still having probs,software_update_issue,other_or_unclear,0.29588939889097426,0.29896169738143785,dm_redirect,"Thanks for writing in about other or unclear. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,unsupported_or_unclear_intent,Predicted intent 'other_or_unclear' is unsupported for automated handling.
GS-0069,1849660,"@AppleSupport Always restart phone and App Store app every time this happens, which seems to be a lot lately. Web pages are not affected by this.",app_store_issue,app_issue,0.27587786483741267,0.23335016094191252,dm_redirect,"Thanks for writing in about app issue. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share a bit more detail about what you are seeing? Once we have that, a specialist can take the next step with you.",escalate,low_classifier_confidence,Classifier confidence (0.2759) is below required threshold (0.6500).
GS-0070,1570350,"""On ne peut envisager un remplacement qu'à partir de la 4ème réparation sur les mêmes pièces""
-Conseiller #applecare @AppleSupport ! https://t.co/IB8utF5VuU",other_or_unclear,howto_or_feature,0.21781865932187158,0.26768973851772637,dm_redirect,"Thanks for writing in about howto or feature. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,low_classifier_confidence,Classifier confidence (0.2178) is below required threshold (0.6500).
GS-0071,1795162,"@115858 purchased iphone 6, speaker is not working properly, got headache since last two days didn’t get any help.",hardware_issue,hardware_issue,0.2792399635710589,0.23637825420886754,instructional,"Thanks for reaching out about hardware issue.
Based on how similar historical cases were handled, here is what support typically suggested next:
- Check out this article: https://t.co/xU1AGHStV6
If this still does not resolve it, similar cases were often moved to DM for closer help.",escalate,low_classifier_confidence,Classifier confidence (0.2792) is below required threshold (0.6500).
GS-0072,2570160,@AppleSupport Can I get a replacement cap for my Apple Pencil if my iPad has AppleCare?,howto_or_feature,howto_or_feature,0.45478033835474363,0.4069262355225921,dm_redirect,"Thanks for writing in about howto or feature. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,low_classifier_confidence,Classifier confidence (0.4548) is below required threshold (0.6500).
GS-0073,2308184,@AppleSupport How do I turn on sound notifications on the X? I️ can’t hear my alerts. #iphoneX,howto_or_feature,howto_or_feature,0.8086061223592294,0.41710297306704797,instructional,"Thanks for reaching out about howto or feature.
Based on how similar historical cases were handled, here is what support typically suggested next:
- Here's a link that will show you how to restart the phone: https://t.co/OWRDHWSt4h
Also helpful to confirm: Which device are you using?
If this still does not resolve it, similar cases were often moved to DM for closer help.",auto_handle,high_confidence_supported_case,"High confidence classification, strong retrieval similarity, and instructional reply support automated response."
GS-0074,253479,"@AppleSupport I bought the iphone 7 plus like a week ago and i am having the worst experience with a phone i have ever had, thanks to ios 11",software_update_issue,software_update_issue,0.3347123916782247,0.29722497290329275,dm_redirect,"Thanks for writing in about software update issue. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,low_classifier_confidence,Classifier confidence (0.3347) is below required threshold (0.6500).
GS-0075,2859994,"@AppleSupport Hello, I just got a scam email from (__email__) with a name that appears as ""Apple ID"", talking about fake purchases and asking me to click on the attached ""receipt""",payment_or_refund,payment_or_refund,0.1802797092032366,0.2609498651827769,instructional,"Thanks for reaching out about payment or refund.
Based on how similar historical cases were handled, here is what support typically suggested next:
- That email isn't from Apple, and you can check out this email for more information: https://t.co/LNMCdqbuR3
- @457596 Check out this link for tips on how to identify and report phishing emails: https://t.co/LNMCdqt6fD https://t.co/GDrqU22YpT
If this still does not resolve it, similar cases were often moved to DM for closer help.",escalate,low_classifier_confidence,Classifier confidence (0.1803) is below required threshold (0.6500).
GS-0076,1305648,Grrrr @115858 !! Billing me for Apple Music but I can’t listen!! You should reimburse people who are also having this issue. And the online chat to your company sucks!! #needmusic #roadtriptomorrow,subscription_management,subscription_management,0.2493485526485549,0.19196519077542004,instructional,"Thanks for reaching out about subscription management.
Based on how similar historical cases were handled, here is what support typically suggested next:
- For a breakdown of what to do in this scenario, check out: https://t.co/xU1AGHStV6
Also helpful to confirm: @813688 Do you notice that certain applications or tasks drain your battery more?
If this still does not resolve it, similar cases were often moved to DM for closer help.",escalate,low_classifier_confidence,Classifier confidence (0.2493) is below required threshold (0.6500).
GS-0077,1291200,"Dear @115858, I used one app on my iPhone 7 for about 10min since 10am when it finished charging. It’s 3:00 &amp; my battery is at 26%. I call that ridiculous, don’t you? #FixYourBatteryIssues",battery_drain,battery_drain,0.7102660053707917,0.16887741015809737,dm_redirect,"Thanks for writing in about battery drain. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Have you updated to iOS 11.1.1 yet? Once we have that, a specialist can take the next step with you.",escalate,insufficient_retrieval_evidence,Top retrieval similarity (0.1689) is below required threshold (0.3000) or no evidence returned.
GS-0078,2281732,@AppleSupport only shows one subscription,subscription_management,subscription_management,0.9699193008439732,0.3612644464893595,dm_redirect,"Thanks for writing in about subscription management. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,historical_resolution_requires_handoff,Historical resolution pattern requires direct message or private agent handoff.
GS-0079,506581,@AppleSupport all apps crashing in a few minutes after my 11.1.2 update. This is embarrassing and frustrating at the same time. Please help,app_issue,software_update_issue,0.6004902559180699,0.26662005994453436,dm_redirect,"Thanks for writing in about software update issue. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,low_classifier_confidence,Classifier confidence (0.6005) is below required threshold (0.6500).
GS-0080,1277209,"@AppleSupport hi, is this normal when I search “bitcoin” in the Podcast app, I don’t get results like this one: https://t.co/7zALluEjWA
It has the word bitcoin in its title though!",app_issue,howto_or_feature,0.19667135482084858,0.3027995281108764,instructional,"Thanks for reaching out about howto or feature.
Based on how similar historical cases were handled, here is what support typically suggested next:
- Did you already back up your device?
Also helpful to confirm: Are you seeing this when you type, or when others type?
If this still does not resolve it, similar cases were often moved to DM for closer help.",escalate,low_classifier_confidence,Classifier confidence (0.1967) is below required threshold (0.6500).
GS-0081,2110823,"@AppleSupport What have you done to my battery life with 11.1.1? I’m dying here, on my iPad and my iPhone! #batterydrain #powersuck Fix NOW!",battery_drain,battery_drain,0.9862121441115109,0.506087725056497,dm_redirect,"Thanks for writing in about battery drain. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Have you tried the steps here? Once we have that, a specialist can take the next step with you.",escalate,historical_resolution_requires_handoff,Historical resolution pattern requires direct message or private agent handoff.
GS-0082,495155,"@AppleSupport Seems like some extension I have installed it blocking the two-factor authentication screen from appearing. I was able to login to the website after opening an Incognito Window (which loads a browser window without the extensions) Like a ""Safe Mode""",account_access,account_access,0.7486557022990835,0.2662647681616406,instructional,"Thanks for reaching out about account access.
Based on how similar historical cases were handled, here is what support typically suggested next:
- For any available information on two-factor authentication, check out: https://t.co/RONuUjClwW
Also helpful to confirm: Was your Apple ID created before iOS 10.3 or macOS 10.12.4?",escalate,insufficient_retrieval_evidence,Top retrieval similarity (0.2663) is below required threshold (0.3000) or no evidence returned.
GS-0083,1242272,@AppleSupport Sure doesn’t. I’m just tired of spending money on a product that’s not great on software and hardware. I was always #teamiphone not sure now,other_or_unclear,hardware_issue,0.4806934207601849,0.2913423905941491,dm_redirect,"Thanks for writing in about hardware issue. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share a bit more detail about what you are seeing? Once we have that, a specialist can take the next step with you.",escalate,low_classifier_confidence,Classifier confidence (0.4807) is below required threshold (0.6500).
GS-0084,336554,"@AppleSupport After updatimg my iphone and ipad to iOS11 icloud photo library stoped syncing. No new photos transfered between devices. Any help, please?",software_update_issue,app_issue,0.45878590270053926,0.30345141757583594,dm_redirect,"Thanks for writing in about app issue. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. What is going on with your iCloud Photo Library today? Once we have that, a specialist can take the next step with you.",escalate,low_classifier_confidence,Classifier confidence (0.4588) is below required threshold (0.6500).
GS-0085,1173069,@AppleSupport New Itunes doesnot have the app store. Kindly help.,app_store_issue,app_store_issue,0.35905005215766916,0.365562945070373,dm_redirect,"Thanks for writing in about app store issue. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share a bit more detail about what you are seeing? Once we have that, a specialist can take the next step with you.",escalate,low_classifier_confidence,Classifier confidence (0.3591) is below required threshold (0.6500).
GS-0086,243291,"@AppleSupport is the App Store down? I can’t download or update any apps, the circle keeps spinning and I’ve been trying for over 12 hours",app_store_issue,app_store_issue,0.9410678259191821,0.5551096702478193,dm_redirect,"Thanks for writing in about app store issue. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Which device is this on and what happens when you try? Once we have that, a specialist can take the next step with you.",escalate,historical_resolution_requires_handoff,Historical resolution pattern requires direct message or private agent handoff.
GS-0087,199371,@115858 this update has ruined my experience with my phone and has made @318 unusable. This really sucks. How do I go back?,software_update_issue,software_update_issue,0.5881001349745659,0.4740021610925202,dm_redirect,"Thanks for writing in about software update issue. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. What's going on with your iPhone? Once we have that, a specialist can take the next step with you.",escalate,low_classifier_confidence,Classifier confidence (0.5881) is below required threshold (0.6500).
GS-0088,1868801,@AppleSupport updated my phone and now I can’t make or take any calls as well as videos. 🙃,software_update_issue,software_update_issue,0.5709113967447551,0.5020525915480589,instructional,"Thanks for reaching out about software update issue.
Based on how similar historical cases were handled, here is what support typically suggested next:
- Check out these steps first to resolve this issue: https://t.co/U53YusKX3z
Also helpful to confirm: What happens when you try to place a call?
If this still does not resolve it, similar cases were often moved to DM for closer help.",escalate,low_classifier_confidence,Classifier confidence (0.5709) is below required threshold (0.6500).
GS-0089,663903,"@115858 We have a problem. MBP Touch Bar, High Sierra. https://t.co/etdAXlfCne",hardware_issue,software_update_issue,0.2521658351748333,0.5988527794683352,dm_redirect,"Thanks for writing in about software update issue. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you tell us which Apple device you're using? Once we have that, a specialist can take the next step with you.",escalate,low_classifier_confidence,Classifier confidence (0.2522) is below required threshold (0.6500).
GS-0090,25424,@applesupport Bluetooth connection iPhone X to Infiniti is terrible. Garbled and scratchy cutting in and out &gt;30% of time. Didn't happen W iPhone 6!!,network_connectivity,network_connectivity,0.37850868254860937,0.26293429941123186,instructional,"Thanks for reaching out about network connectivity.
Based on how similar historical cases were handled, here is what support typically suggested next:
- Try these steps and let us know if you still have this issue: https://t.co/JMbUWh4fsj
Also helpful to confirm: When did you install the iOS 11.0.3 update?
If this still does not resolve it, similar cases were often moved to DM for closer help.",escalate,low_classifier_confidence,Classifier confidence (0.3785) is below required threshold (0.6500).
GS-0091,926714,Does the iPhone 5 use the same charging cord as an iPhone 8? Does the 8 have an option of whether to go cordless or not for charging? @115858,howto_or_feature,charging_issue,0.9283107641681742,0.2269527971759815,dm_redirect,"Thanks for writing in about charging issue. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Which version of iOS 11 are you running? Once we have that, a specialist can take the next step with you.",escalate,insufficient_retrieval_evidence,Top retrieval similarity (0.2270) is below required threshold (0.3000) or no evidence returned.
GS-0092,172937,"@115858 IF I GET ANOTHER ""Storage Almost Full"" NOTIFICATION IMMA SNAP",storage_issue,storage_issue,0.8921930093019065,0.41224869874635106,instructional,"Thanks for reaching out about storage issue.
Based on how similar historical cases were handled, here is what support typically suggested next:
- First, let's look at Settings &gt; General &gt; iPhone Storage to check out some ways to optimize storage on your iPhone.
Also helpful to confirm: Is this in iCloud, on a Mac or an iPhone?
If this still does not resolve it, similar cases were often moved to DM for closer help.",auto_handle,high_confidence_supported_case,"High confidence classification, strong retrieval similarity, and instructional reply support automated response."
GS-0093,1261256,"@AppleSupport I need a mail to contact URGENT to contact you, I feel cheated and I feel that anybody listen to me",other_or_unclear,account_access,0.15562991433503154,0.3702364898806004,instructional,"Thanks for reaching out about account access.
Based on how similar historical cases were handled, here is what support typically suggested next:
- @459464 Please check out this link for all the different ways to contact us.
Also helpful to confirm: Are you using the Apple Mail app or the GMail app?
If this still does not resolve it, similar cases were often moved to DM for closer help.",escalate,low_classifier_confidence,Classifier confidence (0.1556) is below required threshold (0.6500).
GS-0094,881153,@AppleSupport is there a reason my phone wont acknowledge Spotify in my control centre in iOS 11? Or the button on my headphones,app_issue,hardware_issue,0.5081492711174694,0.26030870641924364,instructional,"Thanks for reaching out about hardware issue.
Based on how similar historical cases were handled, here is what support typically suggested next:
- @149734 That's expected behavior with iOS 11, for more information about the changes to Wi-Fi and Bluetooth in Control Center, check out the article we sent.
Also helpful to confirm: DM us and let us know what country you live in to get started.?
If this still does not resolve it, similar cases were often moved to DM for closer help.",escalate,low_classifier_confidence,Classifier confidence (0.5081) is below required threshold (0.6500).
GS-0095,310814,@AppleSupport 11.0.2 on my iPhone SE 64GB. Its funny my friends who have iPhone 8's have no battery drain problems. Unleash bugs to force sales?,battery_drain,battery_drain,0.6223970636109748,0.3188231900348349,instructional,"Thanks for reaching out about battery drain.
Based on how similar historical cases were handled, here is what support typically suggested next:
- Also, check out this article for help with those apps: https://t.co/fUZ0NRJxcn
Also helpful to confirm: @329228 Are other music apps working when you use them from the Control Center?
If this still does not resolve it, similar cases were often moved to DM for closer help.",escalate,low_classifier_confidence,Classifier confidence (0.6224) is below required threshold (0.6500).
GS-0096,1394505,@AppleSupport i have just had £13.49 taken for a subscription to that I didn’t authorise why has this happend and can i get a refund please?,payment_or_refund,payment_or_refund,0.8989867924639318,0.2349135406372745,dm_redirect,"Thanks for writing in about payment or refund. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,insufficient_retrieval_evidence,Top retrieval similarity (0.2349) is below required threshold (0.3000) or no evidence returned.
GS-0097,644944,"@AppleSupport how do I get the 12 months Apple Music, for the price of 10, in the UK? The price doesn’t change when it’s added to the basket.",subscription_management,howto_or_feature,0.7010165874476995,0.2649267448859821,dm_redirect,"Thanks for writing in about howto or feature. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,insufficient_retrieval_evidence,Top retrieval similarity (0.2649) is below required threshold (0.3000) or no evidence returned.
GS-0098,2019326,@AppleSupport bought I phone 6s few months ago and typically battery life starts playing up. Absolute trash,battery_drain,battery_drain,0.8191875044256867,0.21312645998720453,dm_redirect,"Thanks for writing in about battery drain. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. What is happening with your headphones? Once we have that, a specialist can take the next step with you.",escalate,insufficient_retrieval_evidence,Top retrieval similarity (0.2131) is below required threshold (0.3000) or no evidence returned.
GS-0099,110923,@AppleSupport It keeps freezing while I’m typing and my when I plug my charger in it charges but it goes on and off and I have to switch sides so that it doesn’t do that.,battery_drain,charging_issue,0.5024265068518761,0.2605496997332467,dm_redirect,"Thanks for writing in about charging issue. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,low_classifier_confidence,Classifier confidence (0.5024) is below required threshold (0.6500).
GS-0100,1662168,@AppleSupport I’ve had an email invoice for a purchase I didn’t make? There is a refund link - is it a con?,payment_or_refund,payment_or_refund,0.9751117828327587,0.25467390586419747,instructional,"Thanks for reaching out about payment or refund.
Based on how similar historical cases were handled, here is what support typically suggested next:
- Check out this article for help: https://t.co/LNMCdqt6fD
Also helpful to confirm: What's the email address this message came from?
If this still does not resolve it, similar cases were often moved to DM for closer help.",escalate,insufficient_retrieval_evidence,Top retrieval similarity (0.2547) is below required threshold (0.3000) or no evidence returned.
GS-0101,2039472,Hey @115858 fix the damn battery draining problem. My phone is one year old. No need to mess with mine @AppleSupport,battery_drain,battery_drain,0.8485675961227191,0.29635340823430745,instructional,"Thanks for reaching out about battery drain.
Based on how similar historical cases were handled, here is what support typically suggested next:
- If you haven’t yet, please back up your device and update it to iOS 11.1.1.
- For more info, check out: https://t.co/ui8Itz8ESg https://t.co/GDrqU22YpT
If this still does not resolve it, similar cases were often moved to DM for closer help.",escalate,insufficient_retrieval_evidence,Top retrieval similarity (0.2964) is below required threshold (0.3000) or no evidence returned.
GS-0102,2295359,"@AppleSupport the last 30 or so minutes, since updating my software, my volume keeps RANDOMLY turning itself down without me touching the volume button. Any specific reason it’s doing that?",software_update_issue,software_update_issue,0.4104855483720999,0.29426582648197724,instructional,"Thanks for reaching out about software update issue.
Based on how similar historical cases were handled, here is what support typically suggested next:
- Do you ever see any alerts when it's loading back up?
Also helpful to confirm: Can you tell us when you notice this behavior?
If this still does not resolve it, similar cases were often moved to DM for closer help.",escalate,low_classifier_confidence,Classifier confidence (0.4105) is below required threshold (0.6500).
GS-0103,754193,@115858 why your iPhone storage suck so much????? 72 pics and storage full?? #lame #getyourshittogether,storage_issue,storage_issue,0.9697498772347389,0.2935385626808379,instructional,"Thanks for reaching out about storage issue.
Based on how similar historical cases were handled, here is what support typically suggested next:
- Go to Settings &gt; General &gt; About for the version.
Also helpful to confirm: Which iOS version are you currently running?
If this still does not resolve it, similar cases were often moved to DM for closer help.",escalate,insufficient_retrieval_evidence,Top retrieval similarity (0.2935) is below required threshold (0.3000) or no evidence returned.
GS-0104,356448,@115858 with the 128 gb iPhone &amp; iCloud storage available. Why am I unable to see my call logs even from the last week? Incredible limitations! In all your so many software updates you send try to help us out in this one,software_update_issue,storage_issue,0.3279526547407556,0.22594341153529168,instructional,"Thanks for reaching out about storage issue.
Based on how similar historical cases were handled, here is what support typically suggested next:
- Do both these issues continue if you restart?
Also helpful to confirm: @298547 Have you updated to 11.0.2 yet?
If this still does not resolve it, similar cases were often moved to DM for closer help.",escalate,low_classifier_confidence,Classifier confidence (0.3280) is below required threshold (0.6500).
GS-0105,2255378,"@AppleSupport Yes, this happens in the built-in Maps app also and also after tuning airplane mode off.",network_connectivity,app_issue,0.23746240690012432,0.3142312457894591,dm_redirect,"Thanks for writing in about app issue. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,low_classifier_confidence,Classifier confidence (0.2375) is below required threshold (0.6500).
GS-0106,2627781,@AppleSupport Can I pay annually for icloud storage?,subscription_management,storage_issue,0.7535855885195372,0.3796431214931881,instructional,"Thanks for reaching out about storage issue.
Based on how similar historical cases were handled, here is what support typically suggested next:
- Check out this article for issue backing up via iCloud: https://t.co/Lr8zUtw9ls Let us know if this helps.
Also helpful to confirm: If you go directly to https://t.co/tmRhWEkIq4, from a computer, are you able to see your photos?
If this still does not resolve it, similar cases were often moved to DM for closer help.",auto_handle,high_confidence_supported_case,"High confidence classification, strong retrieval similarity, and instructional reply support automated response."
GS-0107,2287260,"@AppleSupport @664550 So obviously you guys respond to @662349 but can’t respond to me and my overheating,lagging,battery dying phone",hardware_issue,hardware_issue,0.7419402908301913,0.390531368058816,instructional,"Thanks for reaching out about hardware issue.
Based on how similar historical cases were handled, here is what support typically suggested next:
- Be sure to back up and update your device.
If this still does not resolve it, similar cases were often moved to DM for closer help.",auto_handle,high_confidence_supported_case,"High confidence classification, strong retrieval similarity, and instructional reply support automated response."
GS-0108,1702006,Did anyone else update their phone and now I️t won’t work on WiFi??? @115858,network_connectivity,software_update_issue,0.4849482040026201,0.385715361878106,instructional,"Thanks for reaching out about software update issue.
Based on how similar historical cases were handled, here is what support typically suggested next:
- Check out these steps for help with what you're seeing: https://t.co/B0Cc3hYQeU
- Let’s be sure to back up your device prior to updating.
- Try these steps to connect to Wi-Fi: https://t.co/tdmlmF3jQa Let us know if you have questions; we're happy to help.
If this still does not resolve it, similar cases were often moved to DM for closer help.",escalate,low_classifier_confidence,Classifier confidence (0.4849) is below required threshold (0.6500).
GS-0109,1466149,@AppleSupport I’ll try out the new sim on receipt and take it from there. Thank you..,network_connectivity,network_connectivity,0.4207369137404818,0.37821935415026253,dm_redirect,"Thanks for writing in about network connectivity. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,low_classifier_confidence,Classifier confidence (0.4207) is below required threshold (0.6500).
GS-0110,1571035,"@AppleSupport One more question, I’m trying to upgrade my iCloud storage but I’m part of a family plan which is asking for the card from the family. Can I use my own card?!?",subscription_management,subscription_management,0.7041179431177099,0.34281945334278524,instructional,"Thanks for reaching out about subscription management.
Based on how similar historical cases were handled, here is what support typically suggested next:
- Check out this link: https://t.co/BIvZPkSVZN
Also helpful to confirm: Is this a new setup or did it work previously for you?",auto_handle,high_confidence_supported_case,"High confidence classification, strong retrieval similarity, and instructional reply support automated response."
GS-0111,1220996,"@AppleSupport There is no ""Find Info"" window for an unsaved, new TextEdit document. How can I make this problem go away without reading a dissertation?",howto_or_feature,howto_or_feature,0.7464114022132481,0.32257917478921316,dm_redirect,"Thanks for writing in about howto or feature. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share a bit more detail about what you are seeing? Once we have that, a specialist can take the next step with you.",escalate,historical_resolution_requires_handoff,Historical resolution pattern requires direct message or private agent handoff.
GS-0112,463949,"Hey @AppleSupport and #iPhone what is up with the battery life of older phones after updating? 

#iwantmybatterylifeback",battery_drain,battery_drain,0.9768631731259619,0.32590190253008733,instructional,"Thanks for reaching out about battery drain.
Based on how similar historical cases were handled, here is what support typically suggested next:
- @767806 If you go to the iTunes Store App &gt; More &gt; Purchased do you see it available for redownload?
- Check here: Settings &gt; General &gt; About &gt; Version.
If this still does not resolve it, similar cases were often moved to DM for closer help.",auto_handle,high_confidence_supported_case,"High confidence classification, strong retrieval similarity, and instructional reply support automated response."
GS-0113,2679825,@AppleSupport Did not get an error message. Took out my SIM card and put it back in. Now it's working again. Thanks for your response.,network_connectivity,network_connectivity,0.5207066254871857,0.2596926940434582,dm_redirect,"Thanks for writing in about network connectivity. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,low_classifier_confidence,Classifier confidence (0.5207) is below required threshold (0.6500).
